KEY	SEVERITY	TYPE	COMPONENT	LINE	MESSAGE
AZnD6alIE_2A7xMuD-eL	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	270	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6alIE_2A7xMuD-eM	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	276	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eN	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	334	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alIE_2A7xMuD-eO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	450	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alIE_2A7xMuD-eP	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	461	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alIE_2A7xMuD-eR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	478	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6alIE_2A7xMuD-eW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	540	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	543	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	546	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	549	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eb	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	561	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ec	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	564	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ed	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	567	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ee	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	570	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ek	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	614	Use `new Array()` instead of `Array()`.
AZnD6alIE_2A7xMuD-el	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	626	Use `new Array()` instead of `Array()`.
AZnD6alIE_2A7xMuD-ep	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	665	Prefer `globalThis.window` over `window`.
AZnD6akkE_2A7xMuD-ch	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	1	Unexpected var, use let or const instead.
AZnD6akkE_2A7xMuD-ci	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	2	Unexpected var, use let or const instead.
AZnD6akkE_2A7xMuD-cj	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	6	Remove this unused import of 'MODULE_CONFIG'.
AZnD6akkE_2A7xMuD-ck	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	7	Remove this unused import of 'CHUNK_CONFIG'.
AZnD6akkE_2A7xMuD-cl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	16	Prefer `globalThis.window` over `window`.
AZnD6akkE_2A7xMuD-cm	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	16	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-cu	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	233	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
AZnD6akkE_2A7xMuD-cx	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	346	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
AZnD6akkE_2A7xMuD-cy	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	348	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-cz	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	348	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c6	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	367	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dI	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	416	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dL	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	635	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dM	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	648	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dN	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	696	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	709	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dP	MAJOR	BUG	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	714	Duplicate name 'createBackup'.
AZnD6akkE_2A7xMuD-dQ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	720	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dR	MAJOR	BUG	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	724	Duplicate name 'restoreBackup'.
AZnD6akkE_2A7xMuD-dS	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	731	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	744	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dU	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	756	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
AZnD6alSE_2A7xMuD-er	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	1	Unexpected var, use let or const instead.
AZnD6alSE_2A7xMuD-es	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	2	Unexpected var, use let or const instead.
AZnD6alSE_2A7xMuD-eu	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	98	Wrapping single-element array with `Promise.all()` is unnecessary.
AZnD6alSE_2A7xMuD-ey	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	227	Handle this exception or don't catch it at all.
AZnD6ag_E_2A7xMuD-Va	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	1	Unexpected var, use let or const instead.
AZnD6ag_E_2A7xMuD-Vb	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	2	Unexpected var, use let or const instead.
AZnD6ag_E_2A7xMuD-Vi	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	476	This case's code block is the same as the block for the case on line 460.
AZnD6ag_E_2A7xMuD-Vn	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	620	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6ag_E_2A7xMuD-Vq	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	744	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vr	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	746	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vs	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	747	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6ag_E_2A7xMuD-Vt	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	747	Prefer `.dataset` over `hasAttribute(â¦)`.
AZnD6ag_E_2A7xMuD-Vu	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	758	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vv	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	819	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vy	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	831	Prefer `globalThis.window` over `window`.
AZnD6akLE_2A7xMuD-bX	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	1	Unexpected var, use let or const instead.
AZnD6akLE_2A7xMuD-bY	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	2	Unexpected var, use let or const instead.
AZnD6akLE_2A7xMuD-bZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	13	Prefer class field declaration over `this` assignment in constructor for static values.
AZnD6akLE_2A7xMuD-ba	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	36	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bb	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	47	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-be	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	92	Extract this nested ternary operation into an independent statement.
AZnD6akLE_2A7xMuD-bm	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	163	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
AZnD6akLE_2A7xMuD-bn	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	194	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akLE_2A7xMuD-bu	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	236	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b0	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	251	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b6	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	266	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-a8	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	1	Unexpected var, use let or const instead.
AZnD6aj5E_2A7xMuD-a9	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	2	Unexpected var, use let or const instead.
AZnD6aj5E_2A7xMuD-a-	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	8	Exporting mutable 'let' binding, use 'const' instead.
AZnD6aj5E_2A7xMuD-a_	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	9	Either use this collection's contents or remove the collection.
AZnD6aj5E_2A7xMuD-bJ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	93	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6aj5E_2A7xMuD-bK	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	95	Prefer `.dataset` over `hasAttribute(â¦)`.
AZnD6akCE_2A7xMuD-bS	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/lazy-loader.js	1	Unexpected var, use let or const instead.
AZnD6akCE_2A7xMuD-bT	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/lazy-loader.js	2	Unexpected var, use let or const instead.
AZnD6ajAE_2A7xMuD-YF	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	1	Unexpected var, use let or const instead.
AZnD6ajAE_2A7xMuD-YG	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	2	Unexpected var, use let or const instead.
AZnD6ajAE_2A7xMuD-YP	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	79	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6ajAE_2A7xMuD-YQ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	85	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6ajAE_2A7xMuD-YV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	145	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ajAE_2A7xMuD-YW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	149	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-V0	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1	Unexpected var, use let or const instead.
AZnD6aizE_2A7xMuD-V1	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	2	Unexpected var, use let or const instead.
AZnD6aizE_2A7xMuD-V2	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	17	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
AZnD6aizE_2A7xMuD-V3	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	22	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-V4	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	40	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-V5	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	51	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-V6	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	51	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-V-	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	73	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-V9	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	73	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-WA	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	118	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-WB	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	118	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-WE	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	134	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-WF	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	134	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-WO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	243	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-WU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	804	Remove the declaration of the unused 'steamApiKeyInput' variable.
AZnD6aizE_2A7xMuD-WV	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	804	Remove this useless assignment to variable "steamApiKeyInput".
AZnD6aizE_2A7xMuD-WX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	835	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-WY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	839	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-Wa	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	870	Remove the declaration of the unused 'steamApiKeyInput' variable.
AZnD6aizE_2A7xMuD-Wb	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	870	Remove this useless assignment to variable "steamApiKeyInput".
AZnD6aizE_2A7xMuD-We	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	907	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-Wf	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	912	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-Wh	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	922	Prefer `globalThis` over `window`.
AZnD6aizE_2A7xMuD-Wj	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	935	Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.
AZnD6aizE_2A7xMuD-Wn	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	975	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wo	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	980	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wp	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	994	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wq	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	999	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wr	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1033	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Ws	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1038	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wt	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1052	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Wu	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1057	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Ww	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1113	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-Wx	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1131	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-W1	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1220	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-W2	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1242	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-W4	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1266	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-W5	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1267	Remove the declaration of the unused 'dataTab' variable.
AZnD6aizE_2A7xMuD-W6	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1267	Remove this useless assignment to variable "dataTab".
AZnD6aizE_2A7xMuD-W7	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1267	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6aizE_2A7xMuD-W8	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1271	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-W9	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1272	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6aizE_2A7xMuD-W_	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1296	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-XA	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1297	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aizE_2A7xMuD-XD	MAJOR	BUG	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1312	Duplicate name 'handleApiSourceChange'.
AZnD6aizE_2A7xMuD-XJ	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1385	Refactor this function to reduce its Cognitive Complexity from 79 to the 15 allowed.
AZnD6aizE_2A7xMuD-XK	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1444	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XL	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1449	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XM	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1469	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XN	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1474	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XO	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1508	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XP	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1513	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XQ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1526	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-XR	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1534	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XS	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1539	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-XU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1623	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-XV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1688	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-Xa	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1729	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-Xd	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1759	Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.
AZnD6aizE_2A7xMuD-Xe	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1792	Unexpected negated condition.
AZnD6aizE_2A7xMuD-Xf	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1803	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xg	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1808	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xh	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1818	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xi	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1823	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xj	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1834	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xk	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1839	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1847	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-Xm	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1855	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xn	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1860	Prefer `.dataset` over `setAttribute(â¦)`.
AZnD6aizE_2A7xMuD-Xp	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1903	Handle this exception or don't catch it at all.
AZnD6aizE_2A7xMuD-Xq	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/navigation.js	1927	Handle this exception or don't catch it at all.
